Date,state,transactions amount,Fraud count per state,Fraud amount per state
2019-01-02,IL,3790.57,0,0.0
2019-01-02,IN,1569.72,0,0.0
2019-01-02,KS,1535.77,0,0.0
2019-01-02,KY,1135.3700000000001,0,0.0
2019-01-02,LA,1635.39,0,0.0
2019-01-02,MA,457.15,0,0.0
2019-01-02,MD,1254.04,0,0.0
2019-01-02,ME,476.23,0,0.0
2019-01-02,MI,3252.2400000000002,0,0.0
2019-01-02,MN,860.88,0,0.0
2019-01-02,MO,1782.74,0,0.0
2019-01-02,MS,1264.97,0,0.0
2019-01-02,MT,982.02,0,0.0
2019-01-02,NC,3111.63,4,1976.7999999999997
2019-01-02,ND,680.1800000000001,0,0.0
2019-01-02,NE,1172.78,0,0.0
2019-01-02,NH,444.37,0,0.0
2019-01-02,NJ,1467.39,0,0.0
2019-01-02,NM,760.58,0,0.0
2019-01-02,NV,332.53,0,0.0
2019-01-02,NY,3405.34,0,0.0
2019-01-02,OH,2930.52,0,0.0
2019-01-02,OK,763.83,0,0.0
2019-01-02,OR,442.56,0,0.0
2019-01-02,PA,5313.66,0,0.0
2019-01-02,SC,1478.97,0,0.0
2019-01-02,SD,667.87,0,0.0
2019-01-02,TN,975.82,0,0.0
2019-01-02,TX,4970.86,3,563.56
2019-01-02,UT,418.54,0,0.0
2019-01-02,VA,1086.13,0,0.0
2019-01-02,VT,346.87,0,0.0
2019-01-02,WA,1761.69,0,0.0
2019-01-02,WI,1700.23,0,0.0
2019-01-02,WV,1195.54,0,0.0
2019-01-02,WY,899.03,0,0.0
2019-01-03,AK,38.45,0,0.0
2019-01-03,AL,3666.97,0,0.0
2019-01-03,AR,2300.2599999999998,0,0.0
2019-01-03,AZ,262.49,0,0.0
2019-01-03,CA,3542.5,0,0.0
2019-01-03,CO,354.71000000000004,0,0.0
2019-01-03,CT,1382.8600000000001,0,0.0
2019-01-03,DC,239.45,0,0.0
2019-01-03,FL,1948.33,0,0.0
2019-01-03,GA,714.1800000000001,0,0.0
2019-01-03,HI,794.09,0,0.0
2019-01-03,IA,1753.3400000000001,0,0.0
2019-01-03,ID,613.2,0,0.0
2019-01-03,IL,2797.18,0,0.0
2019-01-03,IN,1218.6,0,0.0
2019-01-03,KS,1308.26,0,0.0
2019-01-03,KY,2347.61,0,0.0
2019-01-03,LA,1038.59,0,0.0
2019-01-03,MA,371.21999999999997,0,0.0
2019-01-03,MD,1471.73,0,0.0
2019-01-03,ME,1050.69,0,0.0
2019-01-03,MI,2991.3,0,0.0
2019-01-03,MN,2105.1,0,0.0
2019-01-03,MO,2243.83,0,0.0
2019-01-03,MS,1653.45,0,0.0
2019-01-03,MT,395.85,0,0.0
2019-01-03,NC,5500.32,4,4111.530000000001
2019-01-03,ND,1241.39,0,0.0
2019-01-03,NE,1312.82,0,0.0
2019-01-03,NH,521.63,0,0.0
2019-01-03,NJ,1889.87,0,0.0
2019-01-03,NM,955.48,0,0.0
2019-01-03,NV,272.69,0,0.0
2019-01-03,NY,3984.43,0,0.0
2019-01-03,OH,3797.95,0,0.0
2019-01-03,OK,2494.0,0,0.0
2019-01-03,OR,1359.18,0,0.0
2019-01-03,PA,6113.9,4,1760.71
2019-01-03,SC,1813.9099999999999,0,0.0
2019-01-03,SD,610.31,0,0.0
2019-01-03,TN,1025.64,0,0.0
2019-01-03,TX,7402.18,4,932.54
2019-01-03,UT,320.28000000000003,0,0.0
2019-01-03,VA,1417.48,0,0.0
2019-01-03,VT,450.91,0,0.0
2019-01-03,WA,1306.89,0,0.0
2019-01-03,WI,1358.26,0,0.0
2019-01-03,WV,1096.16,0,0.0
2019-01-03,WY,1666.57,0,0.0
2019-01-04,AK,1736.22,5,1343.52
2019-01-04,AL,3218.88,0,0.0
2019-01-04,AR,1949.6200000000001,0,0.0
2019-01-04,AZ,697.98,0,0.0
2019-01-04,CA,3792.84,0,0.0
2019-01-04,CO,508.67,0,0.0
2019-01-04,CT,940.45,0,0.0
2019-01-04,DC,139.23000000000002,0,0.0
2019-01-04,FL,3335.74,0,0.0
2019-01-04,GA,956.84,0,0.0
2019-01-04,HI,170.34,0,0.0
2019-01-04,IA,2063.07,0,0.0
2019-01-04,ID,579.57,0,0.0
2019-01-04,IL,3555.35,0,0.0
2019-01-04,IN,1116.45,0,0.0
2019-01-04,KS,1627.08,0,0.0
2019-01-04,KY,1725.14,0,0.0
2019-01-04,LA,1874.94,0,0.0
2019-01-04,MA,2246.65,0,0.0
2019-01-04,MD,4811.92,0,0.0
2019-01-04,ME,1334.51,0,0.0
2019-01-04,MI,6244.07,0,0.0
2019-01-04,MN,2360.8,0,0.0
2019-01-04,MO,2581.85,0,0.0
2019-01-04,MS,1690.5600000000002,0,0.0
2019-01-04,MT,939.95,0,0.0
2019-01-04,NC,3082.26,0,0.0
2019-01-04,ND,948.27,0,0.0
2019-01-04,NE,1132.95,0,0.0
2019-01-04,NH,355.58,0,0.0
2019-01-04,NJ,1937.78,0,0.0
2019-01-04,NM,1137.3,0,0.0
2019-01-04,NV,92.48,0,0.0
2019-01-04,NY,6250.2300000000005,0,0.0
2019-01-04,OH,5591.0,0,0.0
2019-01-04,OK,2157.4,0,0.0
2019-01-04,OR,1221.43,0,0.0
2019-01-04,PA,12668.86,8,6178.24
2019-01-04,SC,3061.36,0,0.0
2019-01-04,SD,565.71,0,0.0
2019-01-04,TN,1519.5,0,0.0
2019-01-04,TX,7312.95,0,0.0
2019-01-04,UT,1904.2299999999998,0,0.0
2019-01-04,VA,1669.38,0,0.0
2019-01-04,VT,1187.55,0,0.0
2019-01-04,WA,1665.56,0,0.0
2019-01-04,WI,1658.97,0,0.0
2019-01-04,WV,1513.07,0,0.0
2019-01-04,WY,1603.8500000000001,0,0.0
2019-01-05,AK,5086.14,10,4847.7699999999995
2019-01-05,AL,3430.72,0,0.0
2019-01-05,AR,2263.31,0,0.0
2019-01-05,AZ,1226.31,0,0.0
2019-01-05,CA,3856.89,0,0.0
2019-01-05,CO,1589.41,0,0.0
2019-01-05,CT,445.89,0,0.0
2019-01-05,DC,283.7,0,0.0
2019-01-05,FL,3380.89,0,0.0
2019-01-05,GA,1410.8700000000001,0,0.0
2019-01-05,HI,112.18,0,0.0
2019-01-05,IA,1173.75,0,0.0
2019-01-05,ID,858.16,0,0.0
2019-01-05,IL,3126.7400000000002,0,0.0
2019-01-05,IN,1741.96,0,0.0
2019-01-05,KS,1453.3799999999999,0,0.0
2019-01-05,KY,1069.6,0,0.0
2019-01-05,LA,1543.13,0,0.0
2019-01-05,MA,753.21,0,0.0
2019-01-05,MD,2115.5,0,0.0
2019-01-05,ME,1217.6,0,0.0
2019-01-05,MI,3561.16,0,0.0
2019-01-05,MN,1894.76,0,0.0
2019-01-05,MO,5179.83,3,2308.0099999999998
2019-01-05,MS,1223.56,0,0.0
2019-01-05,MT,539.73,0,0.0
2019-01-05,NC,3251.18,0,0.0
2019-01-05,ND,688.97,0,0.0
2019-01-05,NE,1518.33,0,0.0
2019-01-05,NH,272.76,0,0.0
2019-01-05,NJ,1865.16,0,0.0
2019-01-05,NM,570.94,0,0.0
2019-01-05,NV,312.2,0,0.0
2019-01-05,NY,6944.63,0,0.0
2019-01-05,OH,2431.84,0,0.0
2019-01-05,OK,1531.43,0,0.0
2019-01-05,OR,2401.96,0,0.0
2019-01-05,PA,5727.48,0,0.0
2019-01-05,RI,59.9,0,0.0
2019-01-05,SC,909.51,0,0.0
2019-01-05,SD,535.1899999999999,0,0.0
2019-01-05,TN,1379.77,0,0.0
2019-01-05,TX,5370.52,0,0.0
2019-01-05,UT,367.25,0,0.0
2019-01-05,VA,2815.33,0,0.0
2019-01-05,VT,801.37,0,0.0
2019-01-05,WA,2232.47,0,0.0
2019-01-05,WI,2402.74,0,0.0
2019-01-05,WV,1768.1,0,0.0
2019-01-05,WY,798.7199999999999,0,0.0
2019-01-06,AK,691.2500000000001,0,0.0
2019-01-06,AL,4568.84,0,0.0
2019-01-06,AR,4572.78,0,0.0
2019-01-06,AZ,2186.82,0,0.0
2019-01-06,CA,7439.21,0,0.0
2019-01-06,CO,1542.77,0,0.0
2019-01-06,CT,818.99,0,0.0
2019-01-06,DC,905.42,0,0.0
2019-01-06,FL,5264.16,0,0.0
2019-01-06,GA,2636.73,0,0.0
2019-01-06,HI,236.38,0,0.0
2019-01-06,IA,2213.64,0,0.0
2019-01-06,ID,655.27,0,0.0
2019-01-06,IL,4942.65,0,0.0
2019-01-06,IN,1830.13,0,0.0
2019-01-06,KS,2746.34,0,0.0
2019-01-06,KY,2953.42,0,0.0
2019-01-06,LA,3086.59,0,0.0
2019-01-06,MA,967.3,0,0.0
2019-01-06,MD,1713.93,0,0.0
2019-01-06,ME,1351.33,0,0.0
2019-01-06,MI,7057.96,0,0.0
2019-01-06,MN,3688.34,0,0.0
2019-01-06,MO,4376.0599999999995,2,1765.17
2019-01-06,MS,2608.48,0,0.0
2019-01-06,MT,1629.33,0,0.0
2019-01-06,NC,2598.76,0,0.0
2019-01-06,ND,935.34,0,0.0
2019-01-06,NE,1978.74,0,0.0
2019-01-06,NH,592.48,0,0.0
2019-01-06,NJ,3645.64,0,0.0
2019-01-06,NM,1797.0700000000002,0,0.0
2019-01-06,NV,170.04999999999998,0,0.0
2019-01-06,NY,6957.2,0,0.0
2019-01-06,OH,4999.57,0,0.0
2019-01-06,OK,2585.47,0,0.0
2019-01-06,OR,2427.72,0,0.0
2019-01-06,PA,7026.0599999999995,0,0.0
2019-01-06,RI,519.24,0,0.0
2019-01-06,SC,2126.29,0,0.0
2019-01-06,SD,670.91,0,0.0
2019-01-06,TN,1728.8,0,0.0
2019-01-06,TX,8478.24,0,0.0
2019-01-06,UT,242.09,0,0.0
2019-01-06,VA,3517.97,0,0.0
2019-01-06,VT,793.86,0,0.0
2019-01-06,WA,1718.03,0,0.0
2019-01-06,WI,2539.66,0,0.0
2019-01-06,WV,2915.69,0,0.0
2019-01-06,WY,2167.21,0,0.0
2019-01-07,AK,233.0,0,0.0
2019-01-07,AL,3520.19,0,0.0
2019-01-07,AR,5370.53,4,1827.76
2019-01-07,AZ,1203.52,0,0.0
2019-01-07,CA,7132.47,0,0.0
2019-01-07,CO,2704.23,0,0.0
2019-01-07,CT,594.63,0,0.0
2019-01-07,DC,672.0999999999999,0,0.0
2019-01-07,FL,5888.91,0,0.0
2019-01-07,GA,3811.9300000000003,0,0.0
2019-01-07,HI,378.04,0,0.0
2019-01-07,IA,3739.53,0,0.0
2019-01-07,ID,1412.83,0,0.0
2019-01-07,IL,4801.43,0,0.0
2019-01-07,IN,3256.81,0,0.0
2019-01-07,KS,2557.4900000000002,0,0.0
2019-01-07,KY,3703.06,0,0.0
2019-01-07,LA,3764.84,0,0.0
2019-01-07,MA,1174.05,0,0.0
2019-01-07,MD,5277.72,0,0.0
2019-01-07,ME,2720.0,0,0.0
2019-01-07,MI,4884.97,0,0.0
2019-01-07,MN,6332.25,0,0.0
2019-01-07,MO,3772.08,0,0.0
2019-01-07,MS,2430.37,0,0.0
2019-01-07,MT,1244.13,0,0.0
2019-01-07,NC,3794.76,0,0.0
2019-01-07,ND,1756.8,0,0.0
2019-01-07,NE,2001.12,0,0.0
2019-01-07,NH,938.75,0,0.0
2019-01-07,NJ,1835.3600000000001,0,0.0
2019-01-07,NM,1091.67,0,0.0
2019-01-07,NV,2257.8599999999997,0,0.0
2019-01-07,NY,18896.62,0,0.0
2019-01-07,OH,6879.06,0,0.0
2019-01-07,OK,3365.52,0,0.0
2019-01-07,OR,2810.7400000000002,0,0.0
2019-01-07,PA,10563.95,0,0.0
2019-01-07,RI,43.34,0,0.0
2019-01-07,SC,2675.02,0,0.0
2019-01-07,SD,1190.63,0,0.0
2019-01-07,TN,2119.09,0,0.0
2019-01-07,TX,11530.83,0,0.0
2019-01-07,UT,903.8199999999999,0,0.0
2019-01-07,VA,3553.4,0,0.0
2019-01-07,VT,2085.92,0,0.0
2019-01-07,WA,5098.43,0,0.0
2019-01-07,WI,3678.85,0,0.0
2019-01-07,WV,4041.87,0,0.0
2019-01-07,WY,2538.66,0,0.0
2019-01-08,AK,258.79,0,0.0
2019-01-08,AL,5568.22,0,0.0
2019-01-08,AR,4889.81,5,1998.4
2019-01-08,AZ,2169.5,0,0.0
2019-01-08,CA,5463.59,0,0.0
2019-01-08,CO,3125.37,0,0.0
2019-01-08,CT,919.95,0,0.0
2019-01-08,DC,984.72,0,0.0
2019-01-08,FL,3858.27,0,0.0
2019-01-08,GA,3480.4,0,0.0
2019-01-08,HI,218.64,0,0.0
2019-01-08,IA,2659.75,0,0.0
2019-01-08,ID,336.58,0,0.0
2019-01-08,IL,4336.54,0,0.0
2019-01-08,IN,3361.32,0,0.0
2019-01-08,KS,2898.45,0,0.0
2019-01-08,KY,3158.11,0,0.0
2019-01-08,LA,2028.02,0,0.0
2019-01-08,MA,1252.46,0,0.0
2019-01-08,MD,2471.53,0,0.0
2019-01-08,ME,1112.62,0,0.0
2019-01-08,MI,4985.66,0,0.0
2019-01-08,MN,3536.84,0,0.0
2019-01-08,MO,4669.46,0,0.0
2019-01-08,MS,2628.18,0,0.0
2019-01-08,MT,3171.17,0,0.0
2019-01-08,NC,3372.98,0,0.0
2019-01-08,ND,1054.22,0,0.0
2019-01-08,NE,1822.68,0,0.0
2019-01-08,NH,1085.57,0,0.0
2019-01-08,NJ,3224.04,0,0.0
2019-01-08,NM,3821.27,0,0.0
2019-01-08,NV,697.22,0,0.0
2019-01-08,NY,15011.38,6,4342.15
2019-01-08,OH,12256.67,9,6238.6
2019-01-08,OK,2950.95,0,0.0
2019-01-08,OR,1606.42,0,0.0
2019-01-08,PA,8757.2,0,0.0
2019-01-08,RI,13.03,0,0.0
2019-01-08,SC,3386.62,0,0.0
2019-01-08,SD,793.7099999999999,0,0.0
2019-01-08,TN,4604.69,0,0.0
2019-01-08,TX,10738.82,0,0.0
2019-01-08,UT,1333.29,0,0.0
2019-01-08,VA,5546.41,6,2564.44
2019-01-08,VT,899.27,0,0.0
2019-01-08,WA,1921.59,0,0.0
2019-01-08,WI,2825.87,0,0.0
2019-01-08,WV,4310.32,0,0.0
2019-01-08,WY,2483.76,0,0.0
2019-01-09,AK,108.61,0,0.0
2019-01-09,AL,1726.31,0,0.0
2019-01-09,AR,1342.9,0,0.0
2019-01-09,AZ,1127.96,0,0.0
2019-01-09,CA,2751.85,0,0.0
2019-01-09,CO,672.17,0,0.0
2019-01-09,CT,153.32999999999998,0,0.0
2019-01-09,DC,428.28999999999996,0,0.0
2019-01-09,FL,7225.0599999999995,7,4072.86
2019-01-09,GA,1132.43,0,0.0
2019-01-09,HI,3.52,0,0.0
2019-01-09,IA,1336.25,0,0.0
2019-01-09,ID,1081.5900000000001,0,0.0
2019-01-09,IL,2687.27,0,0.0
2019-01-09,IN,1111.13,0,0.0
2019-01-09,KS,824.62,0,0.0
2019-01-09,KY,939.34,0,0.0
2019-01-09,LA,875.92,0,0.0
2019-01-09,MA,676.01,0,0.0
2019-01-09,MD,978.6,0,0.0
2019-01-09,ME,609.02,0,0.0
2019-01-09,MI,5015.83,0,0.0
2019-01-09,MN,2088.24,0,0.0
2019-01-09,MO,2516.35,0,0.0
2019-01-09,MS,975.29,0,0.0
2019-01-09,MT,833.54,0,0.0
2019-01-09,NC,2373.17,0,0.0
2019-01-09,ND,507.0,0,0.0
2019-01-09,NE,764.86,0,0.0
2019-01-09,NH,359.04,0,0.0
2019-01-09,NJ,640.11,0,0.0
2019-01-09,NM,1350.06,0,0.0
2019-01-09,NV,228.18,0,0.0
2019-01-09,NY,7911.35,5,2010.47
2019-01-09,OH,4843.21,4,2280.95
2019-01-09,OK,1070.89,0,0.0
2019-01-09,OR,972.93,0,0.0
2019-01-09,PA,7545.1900000000005,0,0.0
2019-01-09,SC,1343.75,0,0.0
2019-01-09,SD,2500.2400000000002,2,1025.2
2019-01-09,TN,792.5,0,0.0
2019-01-09,TX,5222.43,0,0.0
2019-01-09,UT,760.3399999999999,0,0.0
2019-01-09,VA,5474.820000000001,5,4119.320000000001
2019-01-09,VT,1042.18,0,0.0
2019-01-09,WA,960.54,0,0.0
2019-01-09,WI,966.01,0,0.0
2019-01-09,WV,789.23,0,0.0
2019-01-09,WY,1266.6000000000001,0,0.0
2019-01-10,AK,125.67,0,0.0
2019-01-10,AL,4145.84,0,0.0
2019-01-10,AR,1309.66,0,0.0
2019-01-10,AZ,469.24,0,0.0
2019-01-10,CA,3569.7,0,0.0
2019-01-10,CO,1552.28,0,0.0
2019-01-10,CT,826.5799999999999,0,0.0
2019-01-10,DC,196.37,0,0.0
2019-01-10,FL,5471.04,4,2181.04
2019-01-10,GA,1782.09,0,0.0
2019-01-10,HI,1.97,0,0.0
2019-01-10,IA,1389.86,0,0.0
2019-01-10,ID,663.59,0,0.0
2019-01-10,IL,2438.33,0,0.0
2019-01-10,IN,1293.6,0,0.0
2019-01-10,KS,1441.32,0,0.0
2019-01-10,KY,1002.54,0,0.0
2019-01-10,LA,1631.54,0,0.0
2019-01-10,MA,461.38,0,0.0
2019-01-10,MD,2413.29,0,0.0
2019-01-10,ME,1181.48,0,0.0
2019-01-10,MI,4049.39,0,0.0
2019-01-10,MN,1826.17,0,0.0
2019-01-10,MO,3794.75,0,0.0
2019-01-10,MS,2205.71,0,0.0
2019-01-10,MT,281.85,0,0.0
2019-01-10,NC,2909.84,0,0.0
2019-01-10,ND,1102.42,0,0.0
2019-01-10,NE,1080.66,0,0.0
2019-01-10,NH,293.4,0,0.0
2019-01-10,NJ,4388.87,0,0.0
2019-01-10,NM,1346.89,0,0.0
2019-01-10,NV,243.31999999999996,0,0.0
2019-01-10,NY,5169.42,0,0.0
2019-01-10,OH,2346.72,0,0.0
2019-01-10,OK,922.36,0,0.0
2019-01-10,OR,970.07,0,0.0
2019-01-10,PA,5298.82,0,0.0
2019-01-10,RI,123.17,0,0.0
2019-01-10,SC,1407.82,0,0.0
2019-01-10,SD,1276.51,2,655.48
2019-01-10,TN,410.84000000000003,0,0.0
2019-01-10,TX,5804.58,0,0.0
2019-01-10,UT,369.41999999999996,0,0.0
2019-01-10,VA,1598.57,0,0.0
2019-01-10,VT,159.99,0,0.0
2019-01-10,WA,850.1899999999999,0,0.0
2019-01-10,WI,1616.66,0,0.0
2019-01-10,WV,1511.35,0,0.0
2019-01-10,WY,988.88,0,0.0
2019-01-11,AK,16.68,0,0.0
2019-01-11,AL,3417.5499999999997,0,0.0
2019-01-11,AR,1544.4,0,0.0
2019-01-11,AZ,1319.91,0,0.0
2019-01-11,CA,4175.12,0,0.0
2019-01-11,CO,1239.51,0,0.0
2019-01-11,CT,478.54,0,0.0
2019-01-11,DC,653.79,0,0.0
2019-01-11,FL,3776.69,0,0.0
2019-01-11,GA,2345.31,0,0.0
2019-01-11,HI,66.52,0,0.0
2019-01-11,IA,1048.3,0,0.0
2019-01-11,ID,292.0,0,0.0
2019-01-11,IL,3617.42,0,0.0
2019-01-11,IN,1181.06,0,0.0
2019-01-11,KS,1596.04,0,0.0
2019-01-11,KY,2055.95,0,0.0
2019-01-11,LA,1994.15,0,0.0
2019-01-11,MA,510.64,0,0.0
2019-01-11,MD,1629.04,0,0.0
2019-01-11,ME,4578.39,10,4279.13
2019-01-11,MI,2839.77,0,0.0
2019-01-11,MN,2253.11,0,0.0
2019-01-11,MO,3836.25,0,0.0
2019-01-11,MS,1142.71,0,0.0
2019-01-11,MT,591.03,0,0.0
2019-01-11,NC,2313.04,0,0.0
2019-01-11,ND,581.81,0,0.0
2019-01-11,NE,1287.01,0,0.0
2019-01-11,NH,12320.099999999999,0,0.0
2019-01-11,NJ,1521.19,0,0.0
2019-01-11,NM,872.83,0,0.0
2019-01-11,NV,851.9800000000001,0,0.0
2019-01-11,NY,7121.17,0,0.0
2019-01-11,OH,3489.45,0,0.0
2019-01-11,OK,1456.97,0,0.0
2019-01-11,OR,590.64,0,0.0
2019-01-11,PA,7709.12,6,3196.15
2019-01-11,SC,1073.64,0,0.0
2019-01-11,SD,544.88,0,0.0
2019-01-11,TN,1052.35,0,0.0
2019-01-11,TX,5773.5199999999995,0,0.0
2019-01-11,UT,655.74,0,0.0
2019-01-11,VA,2106.87,0,0.0
2019-01-11,VT,1313.06,0,0.0
2019-01-11,WA,1380.82,0,0.0
2019-01-11,WI,2102.27,0,0.0
2019-01-11,WV,2192.35,0,0.0
2019-01-11,WY,1790.91,0,0.0
2019-01-12,AK,8.99,0,0.0
2019-01-12,AL,3280.6,0,0.0
2019-01-12,AR,3015.99,0,0.0
2019-01-12,AZ,1398.57,0,0.0
2019-01-12,CA,3205.08,0,0.0
2019-01-12,CO,773.5,0,0.0
2019-01-12,CT,804.97,0,0.0
2019-01-12,DC,76.41,0,0.0
2019-01-12,FL,3938.25,0,0.0
2019-01-12,GA,2664.09,0,0.0
2019-01-12,HI,165.71,0,0.0
2019-01-12,IA,1906.43,0,0.0
2019-01-12,ID,58.809999999999995,0,0.0
2019-01-12,IL,2264.12,0,0.0
2019-01-12,IN,1848.01,0,0.0
2019-01-12,KS,1517.85,0,0.0
2019-01-12,KY,1222.1100000000001,0,0.0
2019-01-12,LA,1395.29,0,0.0
2019-01-12,MA,1189.45,0,0.0
2019-01-12,MD,4646.780000000001,0,0.0
2019-01-12,ME,1625.68,4,773.08
2019-01-12,MI,3503.44,0,0.0
2019-01-12,MN,1867.89,0,0.0
2019-01-12,MO,3770.42,0,0.0
2019-01-12,MS,853.9000000000001,0,0.0
2019-01-12,MT,1830.76,0,0.0
2019-01-12,NC,2568.05,0,0.0
2019-01-12,ND,440.88,0,0.0
2019-01-12,NE,5255.43,4,2553.0099999999998
2019-01-12,NH,555.6,0,0.0
2019-01-12,NJ,1252.52,0,0.0
2019-01-12,NM,986.5699999999999,0,0.0
2019-01-12,NV,227.28,0,0.0
2019-01-12,NY,8389.52,3,1323.78
2019-01-12,OH,2932.46,0,0.0
2019-01-12,OK,1549.78,0,0.0
2019-01-12,OR,1325.96,0,0.0
2019-01-12,PA,10947.92,10,5175.0
2019-01-12,RI,12.56,0,0.0
2019-01-12,SC,1426.12,0,0.0
2019-01-12,SD,1243.77,0,0.0
2019-01-12,TN,1049.8899999999999,0,0.0
2019-01-12,TX,5700.04,0,0.0
2019-01-12,UT,811.99,0,0.0
2019-01-12,VA,2372.08,0,0.0
2019-01-12,VT,239.53,0,0.0
2019-01-12,WA,485.96,0,0.0
2019-01-12,WI,1533.6,0,0.0
2019-01-12,WV,1729.02,0,0.0
2019-01-12,WY,1766.95,0,0.0
2019-01-13,AK,824.64,0,0.0
2019-01-13,AL,4625.0,6,2305.0
2019-01-13,AR,4536.22,0,0.0
2019-01-13,AZ,896.48,0,0.0
2019-01-13,CA,8836.42,4,2909.66
2019-01-13,CO,1729.2,0,0.0
2019-01-13,CT,677.23,0,0.0
2019-01-13,DC,522.75,0,0.0
2019-01-13,FL,4412.45,0,0.0
2019-01-13,GA,3752.26,0,0.0
2019-01-13,HI,137.95999999999998,0,0.0
2019-01-13,IA,2813.2,0,0.0
2019-01-13,ID,725.4,0,0.0
2019-01-13,IL,2485.72,0,0.0
2019-01-13,IN,1607.49,0,0.0
2019-01-13,KS,2226.63,0,0.0
2019-01-13,KY,2284.68,0,0.0
2019-01-13,LA,1805.99,0,0.0
2019-01-13,MA,981.24,0,0.0
2019-01-13,MD,2059.51,0,0.0
2019-01-13,ME,1261.6,0,0.0
2019-01-13,MI,3761.76,0,0.0
2019-01-13,MN,4809.360000000001,0,0.0
2019-01-13,MO,5119.31,0,0.0
2019-01-13,MS,2209.58,0,0.0
2019-01-13,MT,1108.58,0,0.0
2019-01-13,NC,4048.62,0,0.0
2019-01-13,ND,1606.52,0,0.0
2019-01-13,NE,5625.31,7,4343.51
2019-01-13,NH,542.46,0,0.0
2019-01-13,NJ,2416.08,0,0.0
2019-01-13,NM,2163.61,0,0.0
2019-01-13,NV,367.44,0,0.0
2019-01-13,NY,13406.23,7,4708.98
2019-01-13,OH,6131.76,0,0.0
2019-01-13,OK,2147.31,0,0.0
2019-01-13,OR,1575.85,0,0.0
2019-01-13,PA,12015.38,5,2951.81
2019-01-13,SC,2384.28,0,0.0
2019-01-13,SD,893.47,0,0.0
2019-01-13,TN,1844.51,0,0.0
2019-01-13,TX,9795.5,0,0.0
2019-01-13,UT,2333.06,0,0.0
2019-01-13,VA,1833.6200000000001,0,0.0
2019-01-13,VT,3541.9500000000003,0,0.0
2019-01-13,WA,1480.7,0,0.0
2019-01-13,WI,2841.14,0,0.0
2019-01-13,WV,3741.87,0,0.0
2019-01-13,WY,1140.22,0,0.0
2019-01-14,AK,161.09,0,0.0
2019-01-14,AL,6574.7,8,2738.71
2019-01-14,AR,5129.9,0,0.0
2019-01-14,AZ,1949.66,0,0.0
2019-01-14,CA,8642.04,5,1574.8
2019-01-14,CO,2523.95,0,0.0
2019-01-14,CT,682.23,0,0.0
2019-01-14,DC,400.13,0,0.0
2019-01-14,FL,5267.45,0,0.0
2019-01-14,GA,3419.93,0,0.0
2019-01-14,HI,68.22,0,0.0
2019-01-14,IA,2610.08,0,0.0
